Year,estimates start after,country,subject descriptor,units,Value,scale,country/series-specific notes
2022,2022,Cambodia,Volume of Imports of goods,Percent change,-8.86,Units,"Source: National Statistics Office Latest actual data: 2023 Base year: 2010 Methodology used to derive volumes: Deflation by unit value indexes (from customs data) Formula used to derive volumes: Other Chain-weighted: No Trade System: General trade Excluded items in trade: Does not include cross border trade Oil coverage: Secondary or refined products; Valuation of exports: Free on board (FOB) Valuation of imports: Cost, insurance, freight (CIF) Primary domestic currency: Cambodian riel Data last updated: 09/2024"
2022,2022,Cambodia,Volume of exports of goods and services,Percent change,15.58,Units,"Source: National Statistics Office Latest actual data: 2023 Base year: 2010 Methodology used to derive volumes: Deflation by unit value indexes (from customs data) Formula used to derive volumes: Other Chain-weighted: No Trade System: General trade Excluded items in trade: Does not include cross border trade Oil coverage: Secondary or refined products; Valuation of exports: Free on board (FOB) Valuation of imports: Cost, insurance, freight (CIF) Primary domestic currency: Cambodian riel Data last updated: 09/2024"
2022,2022,Cambodia,Volume of exports of goods,Percent change,8.23,Units,"Source: National Statistics Office Latest actual data: 2023 Base year: 2010 Methodology used to derive volumes: Deflation by unit value indexes (from customs data) Formula used to derive volumes: Other Chain-weighted: No Trade System: General trade Excluded items in trade: Does not include cross border trade Oil coverage: Secondary or refined products; Valuation of exports: Free on board (FOB) Valuation of imports: Cost, insurance, freight (CIF) Primary domestic currency: Cambodian riel Data last updated: 09/2024"
2022,2022,Cambodia,Population,Persons,16.84,Millions,Source: National Statistics Office Latest actual data: 2022 Primary domestic currency: Cambodian riel Data last updated: 09/2024
2022,2022,Cambodia,General government revenue,National currency,29663.58,Billions,Source: Ministry of Finance or Treasury Latest actual data: 2023 Fiscal assumptions: Historical fiscal and monetary data are from the Cambodia authorities. Projections are based on staff's assumptions given discussions with the authorities. Reporting in calendar year: Yes Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Cash General government includes: Central Government; Local Government; Valuation of public debt: Face value Instruments included in gross and net debt: Loans Primary domestic currency: Cambodian riel Data last updated: 09/2024
2022,2022,Cambodia,General government revenue,Percent of GDP,18.08,Units,See notes for:  General government revenue (National currency).
2022,2022,Cambodia,General government total expenditure,National currency,30136.16,Billions,Source: Ministry of Finance or Treasury Latest actual data: 2023 Fiscal assumptions: Historical fiscal and monetary data are from the Cambodia authorities. Projections are based on staff's assumptions given discussions with the authorities. Reporting in calendar year: Yes Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Cash General government includes: Central Government; Local Government; Valuation of public debt: Face value Instruments included in gross and net debt: Loans Primary domestic currency: Cambodian riel Data last updated: 09/2024
2022,2022,Cambodia,General government total expenditure,Percent of GDP,18.37,Units,See notes for:  General government total expenditure (National currency).
2022,2022,Cambodia,General government net lending/borrowing,National currency,-472.58,Billions,Source: Ministry of Finance or Treasury Latest actual data: 2023 Fiscal assumptions: Historical fiscal and monetary data are from the Cambodia authorities. Projections are based on staff's assumptions given discussions with the authorities. Reporting in calendar year: Yes Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Cash General government includes: Central Government; Local Government; Valuation of public debt: Face value Instruments included in gross and net debt: Loans Primary domestic currency: Cambodian riel Data last updated: 09/2024
2022,2022,Cambodia,General government net lending/borrowing,Percent of GDP,-0.29,Units,See notes for:  General government net lending/borrowing (National currency).
2022,2022,Cambodia,General government primary net lending/borrowing,National currency,-33.62,Billions,Source: Ministry of Finance or Treasury Latest actual data: 2023 Fiscal assumptions: Historical fiscal and monetary data are from the Cambodia authorities. Projections are based on staff's assumptions given discussions with the authorities. Reporting in calendar year: Yes Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Cash General government includes: Central Government; Local Government; Valuation of public debt: Face value Instruments included in gross and net debt: Loans Primary domestic currency: Cambodian riel Data last updated: 09/2024
2022,2022,Cambodia,General government primary net lending/borrowing,Percent of GDP,-0.02,Units,See notes for:  General government primary net lending/borrowing (National currency).
2022,2022,Cambodia,General government gross debt,National currency,41085.71,Billions,Source: Ministry of Finance or Treasury Latest actual data: 2023 Fiscal assumptions: Historical fiscal and monetary data are from the Cambodia authorities. Projections are based on staff's assumptions given discussions with the authorities. Reporting in calendar year: Yes Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Cash General government includes: Central Government; Local Government; Valuation of public debt: Face value Instruments included in gross and net debt: Loans Primary domestic currency: Cambodian riel Data last updated: 09/2024
2022,2022,Cambodia,General government gross debt,Percent of GDP,25.04,Units,See notes for:  General government gross debt (National currency).
2022,2022,Cambodia,"Gross domestic product corresponding to fiscal year, current prices",National currency,164059.09,Billions,Source: Ministry of Finance or Treasury Latest actual data: 2023 Fiscal assumptions: Historical fiscal and monetary data are from the Cambodia authorities. Projections are based on staff's assumptions given discussions with the authorities. Reporting in calendar year: Yes Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Cash General government includes: Central Government; Local Government; Valuation of public debt: Face value Instruments included in gross and net debt: Loans Primary domestic currency: Cambodian riel Data last updated: 09/2024
2022,2022,Cambodia,Current account balance,U.S. dollars,-7.49,Billions,"Source: Central Bank Latest actual data: 2023 BOP Manual used: Balance of Payments and International Investment Position Manual, sixth edition (BPM6) Primary domestic currency: Cambodian riel Data last updated: 09/2024"
2022,2022,Cambodia,Current account balance,Percent of GDP,-18.8,Units,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars)."
2023,2022,Cambodia,"Gross domestic product, constant prices",National currency,143330.78,Billions,Source: National Statistics Office Latest actual data: 2022 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2014. Data prior to 2000 are based on a different base year (2000 prices) and estimated by IMF staff using splicing methods to avoid breaks in the data. These estimates continue to serve as proxies for historical series when complete information is unavailable. Chain-weighted: No Primary domestic currency: Cambodian riel Data last updated: 09/2024
2023,2022,Cambodia,"Gross domestic product, constant prices",Percent change,5.0,Units,"See notes for:  Gross domestic product, constant prices (National currency)."
2023,2022,Cambodia,"Gross domestic product, current prices",National currency,177718.89,Billions,Source: National Statistics Office Latest actual data: 2022 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2014. Data prior to 2000 are based on a different base year (2000 prices) and estimated by IMF staff using splicing methods to avoid breaks in the data. These estimates continue to serve as proxies for historical series when complete information is unavailable. Chain-weighted: No Primary domestic currency: Cambodian riel Data last updated: 09/2024
2023,2022,Cambodia,"Gross domestic product, current prices",U.S. dollars,43.3,Billions,"See notes for:  Gross domestic product, current prices (National currency)."
2023,2022,Cambodia,"Gross domestic product, current prices",Purchasing power parity; international dollars,129.43,Billions,"See notes for:  Gross domestic product, current prices (National currency)."
2023,2022,Cambodia,"Gross domestic product, deflator",Index,123.99,Units,"See notes for:  Gross domestic product, constant prices (National currency) Gross domestic product, current prices (National currency)."
2023,2022,Cambodia,"Gross domestic product per capita, constant prices",National currency,8425390.71,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons)."
2023,2022,Cambodia,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,6855.15,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons)."
2023,2022,Cambodia,"Gross domestic product per capita, current prices",National currency,10446821.9,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons)."
2023,2022,Cambodia,"Gross domestic product per capita, current prices",U.S. dollars,2545.52,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons)."
2023,2022,Cambodia,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,7608.16,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons)."
2023,2022,Cambodia,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,0.07,Units,"See notes for:  Gross domestic product, current prices (National currency)."
2023,2022,Cambodia,Implied PPP conversion rate,National currency per current international dollar,1373.11,Units,"See notes for:  Gross domestic product, current prices (National currency)."
2023,2022,Cambodia,Total investment,Percent of GDP,32.27,Units,Source: National Statistics Office Latest actual data: 2022 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2014. Data prior to 2000 are based on a different base year (2000 prices) and estimated by IMF staff using splicing methods to avoid breaks in the data. These estimates continue to serve as proxies for historical series when complete information is unavailable. Chain-weighted: No Primary domestic currency: Cambodian riel Data last updated: 09/2024
2023,2022,Cambodia,Gross national savings,Percent of GDP,33.55,Units,Source: National Statistics Office Latest actual data: 2022 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2014. Data prior to 2000 are based on a different base year (2000 prices) and estimated by IMF staff using splicing methods to avoid breaks in the data. These estimates continue to serve as proxies for historical series when complete information is unavailable. Chain-weighted: No Primary domestic currency: Cambodian riel Data last updated: 09/2024
2023,2022,Cambodia,"Inflation, average consumer prices",Index,202.24,Units,Source: National Statistics Office Latest actual data: 2023 Harmonized prices: No Base year: 2006. October-December 2006=100 Primary domestic currency: Cambodian riel Data last updated: 09/2024
2023,2022,Cambodia,"Inflation, average consumer prices",Percent change,2.14,Units,"See notes for:  Inflation, average consumer prices (Index)."
2023,2022,Cambodia,"Inflation, end of period consumer prices",Index,202.84,Units,Source: National Statistics Office Latest actual data: 2023 Harmonized prices: No Base year: 2006. October-December 2006=100 Primary domestic currency: Cambodian riel Data last updated: 09/2024
2023,2022,Cambodia,"Inflation, end of period consumer prices",Percent change,2.7,Units,"See notes for:  Inflation, end of period consumer prices (Index)."
2023,2022,Cambodia,Volume of imports of goods and services,Percent change,-11.98,Units,"Source: National Statistics Office Latest actual data: 2023 Base year: 2010 Methodology used to derive volumes: Deflation by unit value indexes (from customs data) Formula used to derive volumes: Other Chain-weighted: No Trade System: General trade Excluded items in trade: Does not include cross border trade Oil coverage: Secondary or refined products; Valuation of exports: Free on board (FOB) Valuation of imports: Cost, insurance, freight (CIF) Primary domestic currency: Cambodian riel Data last updated: 09/2024"
2023,2022,Cambodia,Volume of Imports of goods,Percent change,-13.72,Units,"Source: National Statistics Office Latest actual data: 2023 Base year: 2010 Methodology used to derive volumes: Deflation by unit value indexes (from customs data) Formula used to derive volumes: Other Chain-weighted: No Trade System: General trade Excluded items in trade: Does not include cross border trade Oil coverage: Secondary or refined products; Valuation of exports: Free on board (FOB) Valuation of imports: Cost, insurance, freight (CIF) Primary domestic currency: Cambodian riel Data last updated: 09/2024"
2023,2022,Cambodia,Volume of exports of goods and services,Percent change,10.92,Units,"Source: National Statistics Office Latest actual data: 2023 Base year: 2010 Methodology used to derive volumes: Deflation by unit value indexes (from customs data) Formula used to derive volumes: Other Chain-weighted: No Trade System: General trade Excluded items in trade: Does not include cross border trade Oil coverage: Secondary or refined products; Valuation of exports: Free on board (FOB) Valuation of imports: Cost, insurance, freight (CIF) Primary domestic currency: Cambodian riel Data last updated: 09/2024"
2023,2022,Cambodia,Volume of exports of goods,Percent change,3.96,Units,"Source: National Statistics Office Latest actual data: 2023 Base year: 2010 Methodology used to derive volumes: Deflation by unit value indexes (from customs data) Formula used to derive volumes: Other Chain-weighted: No Trade System: General trade Excluded items in trade: Does not include cross border trade Oil coverage: Secondary or refined products; Valuation of exports: Free on board (FOB) Valuation of imports: Cost, insurance, freight (CIF) Primary domestic currency: Cambodian riel Data last updated: 09/2024"
2023,2022,Cambodia,Population,Persons,17.01,Millions,Source: National Statistics Office Latest actual data: 2022 Primary domestic currency: Cambodian riel Data last updated: 09/2024
2023,2022,Cambodia,General government revenue,National currency,28264.2,Billions,Source: Ministry of Finance or Treasury Latest actual data: 2023 Fiscal assumptions: Historical fiscal and monetary data are from the Cambodia authorities. Projections are based on staff's assumptions given discussions with the authorities. Reporting in calendar year: Yes Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Cash General government includes: Central Government; Local Government; Valuation of public debt: Face value Instruments included in gross and net debt: Loans Primary domestic currency: Cambodian riel Data last updated: 09/2024
2023,2022,Cambodia,General government revenue,Percent of GDP,15.9,Units,See notes for:  General government revenue (National currency).
2023,2022,Cambodia,General government total expenditure,National currency,33186.14,Billions,Source: Ministry of Finance or Treasury Latest actual data: 2023 Fiscal assumptions: Historical fiscal and monetary data are from the Cambodia authorities. Projections are based on staff's assumptions given discussions with the authorities. Reporting in calendar year: Yes Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Cash General government includes: Central Government; Local Government; Valuation of public debt: Face value Instruments included in gross and net debt: Loans Primary domestic currency: Cambodian riel Data last updated: 09/2024
2023,2022,Cambodia,General government total expenditure,Percent of GDP,18.67,Units,See notes for:  General government total expenditure (National currency).
2023,2022,Cambodia,General government net lending/borrowing,National currency,-4921.94,Billions,Source: Ministry of Finance or Treasury Latest actual data: 2023 Fiscal assumptions: Historical fiscal and monetary data are from the Cambodia authorities. Projections are based on staff's assumptions given discussions with the authorities. Reporting in calendar year: Yes Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Cash General government includes: Central Government; Local Government; Valuation of public debt: Face value Instruments included in gross and net debt: Loans Primary domestic currency: Cambodian riel Data last updated: 09/2024
2023,2022,Cambodia,General government net lending/borrowing,Percent of GDP,-2.77,Units,See notes for:  General government net lending/borrowing (National currency).
2023,2022,Cambodia,General government primary net lending/borrowing,National currency,-4448.79,Billions,Source: Ministry of Finance or Treasury Latest actual data: 2023 Fiscal assumptions: Historical fiscal and monetary data are from the Cambodia authorities. Projections are based on staff's assumptions given discussions with the authorities. Reporting in calendar year: Yes Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Cash General government includes: Central Government; Local Government; Valuation of public debt: Face value Instruments included in gross and net debt: Loans Primary domestic currency: Cambodian riel Data last updated: 09/2024
2023,2022,Cambodia,General government primary net lending/borrowing,Percent of GDP,-2.5,Units,See notes for:  General government primary net lending/borrowing (National currency).
2023,2022,Cambodia,General government gross debt,National currency,45725.27,Billions,Source: Ministry of Finance or Treasury Latest actual data: 2023 Fiscal assumptions: Historical fiscal and monetary data are from the Cambodia authorities. Projections are based on staff's assumptions given discussions with the authorities. Reporting in calendar year: Yes Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Cash General government includes: Central Government; Local Government; Valuation of public debt: Face value Instruments included in gross and net debt: Loans Primary domestic currency: Cambodian riel Data last updated: 09/2024
2023,2022,Cambodia,General government gross debt,Percent of GDP,25.73,Units,See notes for:  General government gross debt (National currency).
2023,2022,Cambodia,"Gross domestic product corresponding to fiscal year, current prices",National currency,177718.89,Billions,Source: Ministry of Finance or Treasury Latest actual data: 2023 Fiscal assumptions: Historical fiscal and monetary data are from the Cambodia authorities. Projections are based on staff's assumptions given discussions with the authorities. Reporting in calendar year: Yes Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Cash General government includes: Central Government; Local Government; Valuation of public debt: Face value Instruments included in gross and net debt: Loans Primary domestic currency: Cambodian riel Data last updated: 09/2024
2023,2022,Cambodia,Current account balance,U.S. dollars,0.56,Billions,"Source: Central Bank Latest actual data: 2023 BOP Manual used: Balance of Payments and International Investment Position Manual, sixth edition (BPM6) Primary domestic currency: Cambodian riel Data last updated: 09/2024"
2023,2022,Cambodia,Current account balance,Percent of GDP,1.28,Units,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars)."
2024,2022,Cambodia,"Gross domestic product, constant prices",National currency,151205.33,Billions,Source: National Statistics Office Latest actual data: 2022 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2014. Data prior to 2000 are based on a different base year (2000 prices) and estimated by IMF staff using splicing methods to avoid breaks in the data. These estimates continue to serve as proxies for historical series when complete information is unavailable. Chain-weighted: No Primary domestic currency: Cambodian riel Data last updated: 09/2024
2024,2022,Cambodia,"Gross domestic product, constant prices",Percent change,5.49,Units,"See notes for:  Gross domestic product, constant prices (National currency)."
2024,2022,Cambodia,"Gross domestic product, current prices",National currency,192974.85,Billions,Source: National Statistics Office Latest actual data: 2022 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2014. Data prior to 2000 are based on a different base year (2000 prices) and estimated by IMF staff using splicing methods to avoid breaks in the data. These estimates continue to serve as proxies for historical series when complete information is unavailable. Chain-weighted: No Primary domestic currency: Cambodian riel Data last updated: 09/2024
2024,2022,Cambodia,"Gross domestic product, current prices",U.S. dollars,47.15,Billions,"See notes for:  Gross domestic product, current prices (National currency)."
2024,2022,Cambodia,"Gross domestic product, current prices",Purchasing power parity; international dollars,139.8,Billions,"See notes for:  Gross domestic product, current prices (National currency)."
2024,2022,Cambodia,"Gross domestic product, deflator",Index,127.62,Units,"See notes for:  Gross domestic product, constant prices (National currency) Gross domestic product, current prices (National currency)."
2024,2022,Cambodia,"Gross domestic product per capita, constant prices",National currency,8800276.2,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons)."
2024,2022,Cambodia,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,7160.17,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons)."
2024,2022,Cambodia,"Gross domestic product per capita, current prices",National currency,11231297.19,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons)."
2024,2022,Cambodia,"Gross domestic product per capita, current prices",U.S. dollars,2743.99,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons)."
2024,2022,Cambodia,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,8136.53,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons)."
2024,2022,Cambodia,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,0.07,Units,"See notes for:  Gross domestic product, current prices (National currency)."
2024,2022,Cambodia,Implied PPP conversion rate,National currency per current international dollar,1380.35,Units,"See notes for:  Gross domestic product, current prices (National currency)."
2024,2022,Cambodia,Total investment,Percent of GDP,32.51,Units,Source: National Statistics Office Latest actual data: 2022 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2014. Data prior to 2000 are based on a different base year (2000 prices) and estimated by IMF staff using splicing methods to avoid breaks in the data. These estimates continue to serve as proxies for historical series when complete information is unavailable. Chain-weighted: No Primary domestic currency: Cambodian riel Data last updated: 09/2024
2024,2022,Cambodia,Gross national savings,Percent of GDP,29.25,Units,Source: National Statistics Office Latest actual data: 2022 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2014. Data prior to 2000 are based on a different base year (2000 prices) and estimated by IMF staff using splicing methods to avoid breaks in the data. These estimates continue to serve as proxies for historical series when complete information is unavailable. Chain-weighted: No Primary domestic currency: Cambodian riel Data last updated: 09/2024
2024,2022,Cambodia,"Inflation, average consumer prices",Index,203.58,Units,Source: National Statistics Office Latest actual data: 2023 Harmonized prices: No Base year: 2006. October-December 2006=100 Primary domestic currency: Cambodian riel Data last updated: 09/2024
2024,2022,Cambodia,"Inflation, average consumer prices",Percent change,0.66,Units,"See notes for:  Inflation, average consumer prices (Index)."
2024,2022,Cambodia,"Inflation, end of period consumer prices",Index,206.9,Units,Source: National Statistics Office Latest actual data: 2023 Harmonized prices: No Base year: 2006. October-December 2006=100 Primary domestic currency: Cambodian riel Data last updated: 09/2024
2024,2022,Cambodia,"Inflation, end of period consumer prices",Percent change,2.0,Units,"See notes for:  Inflation, end of period consumer prices (Index)."
2024,2022,Cambodia,Volume of imports of goods and services,Percent change,9.92,Units,"Source: National Statistics Office Latest actual data: 2023 Base year: 2010 Methodology used to derive volumes: Deflation by unit value indexes (from customs data) Formula used to derive volumes: Other Chain-weighted: No Trade System: General trade Excluded items in trade: Does not include cross border trade Oil coverage: Secondary or refined products; Valuation of exports: Free on board (FOB) Valuation of imports: Cost, insurance, freight (CIF) Primary domestic currency: Cambodian riel Data last updated: 09/2024"
2024,2022,Cambodia,Volume of Imports of goods,Percent change,10.18,Units,"Source: National Statistics Office Latest actual data: 2023 Base year: 2010 Methodology used to derive volumes: Deflation by unit value indexes (from customs data) Formula used to derive volumes: Other Chain-weighted: No Trade System: General trade Excluded items in trade: Does not include cross border trade Oil coverage: Secondary or refined products; Valuation of exports: Free on board (FOB) Valuation of imports: Cost, insurance, freight (CIF) Primary domestic currency: Cambodian riel Data last updated: 09/2024"
2024,2022,Cambodia,Volume of exports of goods and services,Percent change,3.94,Units,"Source: National Statistics Office Latest actual data: 2023 Base year: 2010 Methodology used to derive volumes: Deflation by unit value indexes (from customs data) Formula used to derive volumes: Other Chain-weighted: No Trade System: General trade Excluded items in trade: Does not include cross border trade Oil coverage: Secondary or refined products; Valuation of exports: Free on board (FOB) Valuation of imports: Cost, insurance, freight (CIF) Primary domestic currency: Cambodian riel Data last updated: 09/2024"
2024,2022,Cambodia,Volume of exports of goods,Percent change,4.56,Units,"Source: National Statistics Office Latest actual data: 2023 Base year: 2010 Methodology used to derive volumes: Deflation by unit value indexes (from customs data) Formula used to derive volumes: Other Chain-weighted: No Trade System: General trade Excluded items in trade: Does not include cross border trade Oil coverage: Secondary or refined products; Valuation of exports: Free on board (FOB) Valuation of imports: Cost, insurance, freight (CIF) Primary domestic currency: Cambodian riel Data last updated: 09/2024"
2024,2022,Cambodia,Population,Persons,17.18,Millions,Source: National Statistics Office Latest actual data: 2022 Primary domestic currency: Cambodian riel Data last updated: 09/2024
2024,2022,Cambodia,General government revenue,National currency,29000.52,Billions,Source: Ministry of Finance or Treasury Latest actual data: 2023 Fiscal assumptions: Historical fiscal and monetary data are from the Cambodia authorities. Projections are based on staff's assumptions given discussions with the authorities. Reporting in calendar year: Yes Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Cash General government includes: Central Government; Local Government; Valuation of public debt: Face value Instruments included in gross and net debt: Loans Primary domestic currency: Cambodian riel Data last updated: 09/2024
2024,2022,Cambodia,General government revenue,Percent of GDP,15.03,Units,See notes for:  General government revenue (National currency).
2024,2022,Cambodia,General government total expenditure,National currency,33395.24,Billions,Source: Ministry of Finance or Treasury Latest actual data: 2023 Fiscal assumptions: Historical fiscal and monetary data are from the Cambodia authorities. Projections are based on staff's assumptions given discussions with the authorities. Reporting in calendar year: Yes Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Cash General government includes: Central Government; Local Government; Valuation of public debt: Face value Instruments included in gross and net debt: Loans Primary domestic currency: Cambodian riel Data last updated: 09/2024
2024,2022,Cambodia,General government total expenditure,Percent of GDP,17.31,Units,See notes for:  General government total expenditure (National currency).
2024,2022,Cambodia,General government net lending/borrowing,National currency,-4394.71,Billions,Source: Ministry of Finance or Treasury Latest actual data: 2023 Fiscal assumptions: Historical fiscal and monetary data are from the Cambodia authorities. Projections are based on staff's assumptions given discussions with the authorities. Reporting in calendar year: Yes Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Cash General government includes: Central Government; Local Government; Valuation of public debt: Face value Instruments included in gross and net debt: Loans Primary domestic currency: Cambodian riel Data last updated: 09/2024
2024,2022,Cambodia,General government net lending/borrowing,Percent of GDP,-2.28,Units,See notes for:  General government net lending/borrowing (National currency).
2024,2022,Cambodia,General government primary net lending/borrowing,National currency,-4113.95,Billions,Source: Ministry of Finance or Treasury Latest actual data: 2023 Fiscal assumptions: Historical fiscal and monetary data are from the Cambodia authorities. Projections are based on staff's assumptions given discussions with the authorities. Reporting in calendar year: Yes Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Cash General government includes: Central Government; Local Government; Valuation of public debt: Face value Instruments included in gross and net debt: Loans Primary domestic currency: Cambodian riel Data last updated: 09/2024
2024,2022,Cambodia,General government primary net lending/borrowing,Percent of GDP,-2.13,Units,See notes for:  General government primary net lending/borrowing (National currency).
2024,2022,Cambodia,General government gross debt,National currency,51217.1,Billions,Source: Ministry of Finance or Treasury Latest actual data: 2023 Fiscal assumptions: Historical fiscal and monetary data are from the Cambodia authorities. Projections are based on staff's assumptions given discussions with the authorities. Reporting in calendar year: Yes Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Cash General government includes: Central Government; Local Government; Valuation of public debt: Face value Instruments included in gross and net debt: Loans Primary domestic currency: Cambodian riel Data last updated: 09/2024
2024,2022,Cambodia,General government gross debt,Percent of GDP,26.54,Units,See notes for:  General government gross debt (National currency).
2024,2022,Cambodia,"Gross domestic product corresponding to fiscal year, current prices",National currency,192974.85,Billions,Source: Ministry of Finance or Treasury Latest actual data: 2023 Fiscal assumptions: Historical fiscal and monetary data are from the Cambodia authorities. Projections are based on staff's assumptions given discussions with the authorities. Reporting in calendar year: Yes Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Cash General government includes: Central Government; Local Government; Valuation of public debt: Face value Instruments included in gross and net debt: Loans Primary domestic currency: Cambodian riel Data last updated: 09/2024
2024,2022,Cambodia,Current account balance,U.S. dollars,-1.54,Billions,"Source: Central Bank Latest actual data: 2023 BOP Manual used: Balance of Payments and International Investment Position Manual, sixth edition (BPM6) Primary domestic currency: Cambodian riel Data last updated: 09/2024"
2024,2022,Cambodia,Current account balance,Percent of GDP,-3.26,Units,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars)."
2025,2022,Cambodia,"Gross domestic product, constant prices",National currency,159967.86,Billions,Source: National Statistics Office Latest actual data: 2022 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2014. Data prior to 2000 are based on a different base year (2000 prices) and estimated by IMF staff using splicing methods to avoid breaks in the data. These estimates continue to serve as proxies for historical series when complete information is unavailable. Chain-weighted: No Primary domestic currency: Cambodian riel Data last updated: 09/2024
2025,2022,Cambodia,"Gross domestic product, constant prices",Percent change,5.8,Units,"See notes for:  Gross domestic product, constant prices (National currency)."
2025,2022,Cambodia,"Gross domestic product, current prices",National currency,209966.12,Billions,Source: National Statistics Office Latest actual data: 2022 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2014. Data prior to 2000 are based on a different base year (2000 prices) and estimated by IMF staff using splicing methods to avoid breaks in the data. These estimates continue to serve as proxies for historical series when complete information is unavailable. Chain-weighted: No Primary domestic currency: Cambodian riel Data last updated: 09/2024
2025,2022,Cambodia,"Gross domestic product, current prices",U.S. dollars,51.16,Billions,"See notes for:  Gross domestic product, current prices (National currency)."
2025,2022,Cambodia,"Gross domestic product, current prices",Purchasing power parity; international dollars,150.59,Billions,"See notes for:  Gross domestic product, current prices (National currency)."
2025,2022,Cambodia,"Gross domestic product, deflator",Index,131.26,Units,"See notes for:  Gross domestic product, constant prices (National currency) Gross domestic product, current prices (National currency)."
2025,2022,Cambodia,"Gross domestic product per capita, constant prices",National currency,9218082.3,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons)."
